"minlon" "maxlon" "minlat" "maxlat" "mindepth" "maxdepth" "minmag" "maxmag" "rate" "mask"
-120.9 -120.8 34.6 34.7 0 30 3.05 3.15 0.00329947858197301 1
-120.9 -120.8 34.7 34.8 0 30 3.05 3.15 0.00296754153668866 1
-120.9 -120.8 34.8 34.9 0 30 3.05 3.15 0.00263565995582791 1
-120.9 -120.8 34.9 35 0 30 3.05 3.15 0.0027918684942207 1
-120.9 -120.8 35 35.1 0 30 3.05 3.15 0.0063844007719047 1
-120.9 -120.8 35.1 35.2 0 30 3.05 3.15 0.00720428209143431 1
-120.9 -120.8 35.2 35.3 0 30 3.05 3.15 0.00605237809396728 1
-120.9 -120.8 35.3 35.4 0 30 3.05 3.15 0.00408055107592264 1
-120.9 -120.8 35.4 35.5 0 30 3.05 3.15 0.00341679511000919 1
-120.9 -120.8 35.5 35.6 0 30 3.05 3.15 0.00780961912041184 1
-120.9 -120.8 35.6 35.7 0 30 3.05 3.15 0.0141548057164883 1
-120.9 -120.8 35.7 35.8 0 30 3.05 3.15 0.0206964380593285 1
-120.9 -120.8 35.8 35.9 0 30 3.05 3.15 0.0210859846604126 1
-120.9 -120.8 35.9 36 0 30 3.05 3.15 0.0306525801624814 1
-120.9 -120.8 36 36.1 0 30 3.05 3.15 0.0466633538019622 1
-120.9 -120.8 36.1 36.2 0 30 3.05 3.15 0.0548630885251128 1
-120.9 -120.8 36.2 36.3 0 30 3.05 3.15 0.0554476340886251 1
-120.9 -120.8 36.3 36.4 0 30 3.05 3.15 0.0529103897888597 1
-120.9 -120.8 36.4 36.5 0 30 3.05 3.15 0.047833378155683 1
-120.9 -120.8 36.5 36.6 0 30 3.05 3.15 0.0492004429390138 1
-120.9 -120.8 36.6 36.7 0 30 3.05 3.15 0.0357280738419901 1
-120.9 -120.8 36.7 36.8 0 30 3.05 3.15 0.0265532082228586 1
-120.9 -120.8 36.8 36.9 0 30 3.05 3.15 0.019913924493123 1
-120.9 -120.8 36.9 37 0 30 3.05 3.15 0.0171031559040935 1
-120.9 -120.8 37 37.1 0 30 3.05 3.15 0.0145259764781414 1
-120.8 -120.7 33.8 33.9 0 30 3.05 3.15 0.00581814896839684 1
-120.8 -120.7 33.9 34 0 30 3.05 3.15 0.00531056005825071 1
-120.8 -120.7 34 34.1 0 30 3.05 3.15 0.00497854500689906 1
-120.8 -120.7 34.1 34.2 0 30 3.05 3.15 0.00447101784413296 1
-120.8 -120.7 34.2 34.3 0 30 3.05 3.15 0.00380717570281964 1
-120.8 -120.7 34.3 34.4 0 30 3.05 3.15 0.00314331357805347 1
-120.8 -120.7 34.4 34.5 0 30 3.05 3.15 0.00247952222052392 1
-120.8 -120.7 34.5 34.6 0 30 3.05 3.15 0.00329949801992116 1
-120.8 -120.7 34.6 34.7 0 30 3.05 3.15 0.00197195384540261 1
-120.8 -120.7 34.7 34.8 0 30 3.05 3.15 0.00328013190249796 1
-120.8 -120.7 34.8 34.9 0 30 3.05 3.15 0.00361197094943702 1
-120.8 -120.7 34.9 35 0 30 3.05 3.15 0.00458821074613495 1
-120.8 -120.7 35 35.1 0 30 3.05 3.15 0.0063844007719047 1
-120.8 -120.7 35.1 35.2 0 30 3.05 3.15 0.00900055574048038 1
-120.8 -120.7 35.2 35.3 0 30 3.05 3.15 0.00556420471657805 1
-120.8 -120.7 35.3 35.4 0 30 3.05 3.15 0.00326053778783262 1
-120.8 -120.7 35.4 35.5 0 30 3.05 3.15 0.00521293422016944 1
-120.8 -120.7 35.5 35.6 0 30 3.05 3.15 0.00732157984671814 1
-120.8 -120.7 35.6 35.7 0 30 3.05 3.15 0.0154435718525201 1
-120.8 -120.7 35.7 35.8 0 30 3.05 3.15 0.0232334863248965 1
-120.8 -120.7 35.8 35.9 0 30 3.05 3.15 0.0193092140830092 1
-120.8 -120.7 35.9 36 0 30 3.05 3.15 0.0341670765165288 1
-120.8 -120.7 36 36.1 0 30 3.05 3.15 0.0650154707489951 1
-120.8 -120.7 36.1 36.2 0 30 3.05 3.15 0.077705894768506 1
-120.8 -120.7 36.2 36.3 0 30 3.05 3.15 0.0847346344650179 1
-120.8 -120.7 36.3 36.4 0 30 3.05 3.15 0.0700914110914932 1
-120.8 -120.7 36.4 36.5 0 30 3.05 3.15 0.0585717621813569 1
-120.8 -120.7 36.5 36.6 0 30 3.05 3.15 0.0579867762262284 1
