"Longitude" "Latitude" "dt" "Magnitude" "lambda" "type"
-123.13 39.5 1668.84837962963 3.36 0.00341773245155334 1
-118.21 38.62 1671.42623842593 4.24 0.00436500152404887 1
-120.43 34.72 1682.37144675926 3.65 0.00603340492103 1
-117.5 34.39 1689.76998842593 3.1 0.00341634787191202 1
-116.69 33.88 1693.54150462963 3.59 0.00840426153315961 1
-119.03 33.52 1696.19603009259 3.97 0.00695046300549775 1
-121.18 35.82 1697.68055555556 3.69 0.00642085797840557 1
-122.35 37.96 1705.64969907407 3.12 0.00859878275310443 1
-116.96 35.73 1710.68696759259 3.45 0.00197152979052659 1
-116.77 34.73 1715.90616898148 3.12 0.00178977494033979 1
-119.89 41.37 1734.47990740741 3.41 0.00140826564193265 1
-121.51 37.4 1738.51971064815 3.07 0.00497924284311572 1
-124.8 40.95 1738.59407407407 4.39 0.00390905305251165 1
-121.39 37.88 1748.41956018519 3.13 0.000544132846202188 1
-121.72 40.56 1785.31224537037 3.48 0.00244955091613905 1
-120.56 36.46 1812.08563657407 3.55 0.0104061000989913 1
-115.42 32.42 6.01484953703704 3.34 0.0852034847296275 1
-118.78 37.47 12.979212962963 3.16 0.0726036430229958 1
-115.7 32.82 37.4249074074074 3.09 0.0457963709240671 1
-115.02 32.12 43.8791435185185 3.05 0.305965661982609 1
-122.07 37.81 48.5265740740741 3.24 0.0154492563141400 1
-119.06 34.42 54.8323263888889 3.16 0.0118839659894466 1
-121.17 40.23 54.9963773148148 3.17 0.0135640727952179 1
-116.22 32.87 78.719675925926 3.65 0.0108207040180935 1
-121.08 35.65 83.1813657407407 3.19 0.0354086846505062 1
-121.09 36.52 90.5180555555555 4.34 0.110316635876382 1
-115.07 32.07 91.1008217592593 3.4 0.0443243057339009 1
-123.35 39.56 96.378101851852 3.5 0.0393862710486009 1
-118.7 38.33 99.982800925926 3.19 0.0158422296084451 1
-117.34 32.63 127.967789351852 3.63 0.0114064411987864 1
-115.37 32.4 133.017581018519 3.21 0.069712767035481 1
-116.3 32.1 151.779363425926 3.09 0.0163489142835470 1
-118.32 38.25 173.376157407407 3.11 0.0405083990870299 1
-124.28 40.88 189.465763888889 3.09 0.0147351570386430 1
-118.48 37.43 213.432928240741 3.12 0.0440596869081021 1
-122.59 38.36 214.089039351852 4.5 0.013469735497712 1
-120.78 35.47 237.32337962963 3.09 0.0113058128921237 1
-116.91 34.29 237.847175925926 3.48 0.0392109344952278 1
-121.1 35.73 241.585046296296 3.42 0.361080409815242 1
-117.08 33.98 249.572777777778 3.12 0.03406336480104 1
-123.22 39.31 268.830706018519 3.9 0.0342412978237287 1
-115.16 32.34 284.903668981481 3.4 0.128004688236107 1
-115.12 32.34 289.605949074074 3.25 0.324845938031108 1
-124.06 40.52 302.413680555556 3.06 0.0144966298061035 1
-116.12 34.37 328.319259259259 3.48 0.0152620862696938 1
-115.97 32.82 332.512222222222 3.9 0.0209624945405187 1
-121.45 36.85 332.88943287037 3.7 0.055673600942148 1
-124.58 40.5 342.097314814815 3.38 0.0198735201573110 1
-118.39 38.19 343.961550925926 3.72 0.0237084870248475 1
-116.75 34.34 352.302673611111 3.06 0.0139967840450080 1
-118.33 36.3 364.035324074074 3.32 0.0149042161949310 1
-122.62 38.39 371.389340277778 3.14 0.0426012222469046 1
-122.7 38.77 379.765474537037 3.1 0.0649613393444416 1
-115.56 32.56 409.368912037037 3.75 0.0300593944788095 1
-121.38 35.78 415.698761574074 3.8 0.0160108405045145 1
-117.67 32.84 415.736284722222 3.16 0.0220466168170795 1
-121.96 37.18 416.931898148148 3.05 0.0145752596777157 1
-116.01 32.65 420.499780092593 3.16 0.0658404774192901 1
-118.66 37.97 429.008530092593 3.46 0.0365573144170717 1
-123.42 39.61 437.84662037037 3.05 0.0211626624062803 1
-120.33 35.78 442.913831018519 3.11 0.0346884148769647 1
-117.7 35.83 450.403298611111 3.23 0.0225400613184473 1
-124.19 40.71 460.767893518519 3.3 0.0349615994804014 1
-124.77 40.6 461.954907407407 4.2 0.0377136270895138 1
-118.95 34.07 464.519027777778 3.48 0.0589311901409431 1
-123.11 39.46 472.321087962963 4.82 0.0223640943475262 1
-115.1 32.37 478.520902777778 3.08 0.0545808496446731 1
-117.92 36.14 479.539490740741 3.05 0.044153434563078 1
-121.56 40.77 491.286793981481 3.37 0.0147811588838801 1
-118.22 32.74 528.087916666667 3.49 0.0209192726938627 1
-118.72 37.97 565.597662037037 3.17 0.0139575404546564 1
-124.26 40.44 570.724664351852 3.36 0.067384354801903 1
-118.52 34.27 576.208321759259 3.26 0.0399365233876643 1
-117.91 36.15 603.896701388889 3.49 0.0614258259703142 1
-118.23 33.56 646.756331018518 3.12 0.0262610600735597 1
-117.83 37.2 652.237916666667 3.22 0.0198160297682222 1
-117.63 34.39 653.328981481481 4.2 0.0149632000811431 1
-117.68 35.84 661.474178240741 4.34 0.0287123112562712 1
-118.3 35.43 683.026064814815 3.06 0.0180771686184282 1
-116.71 34.23 693.854675925926 3.12 0.0380396725269547 1
-121.21 36.6 696.104305555556 3.4 0.445680081014148 1
-116.51 34.47 696.661053240741 3.12 0.0398162771682037 1
-115.55 31.8 696.951064814815 4.1 0.0203023114613443 1
-115.9 32.17 706.274259259259 3.12 0.172936463532525 1
-117.83 37.22 721.90537037037 3.37 0.0539636850826779 1
-122.49 37.64 767.56369212963 3.12 0.0178667946137318 1
-117.73 35.96 776.497638888889 3.58 0.0777455986443032 1
-115.61 33.03 806.553263888889 3.13 0.0167133665615192 1
-117.4 37.15 819.477337962963 3.47 0.0174127235981744 1
-115.53 31.84 832.641689814815 3.1 0.0249934605982571 1
-115.49 32.13 841.55306712963 4.1 0.0581047744302867 1
-116.34 34.87 843.038530092593 4.14 0.037940714123711 1
-120.78 35.5 849.698113425926 3.6 0.220290689460993 1
-118.43 35.47 851.299803240741 4.43 0.0353432089901546 1
-120.39 35.84 865.288402777778 3.22 0.0420127405892716 1
-117.87 32.48 875.188993055556 3.41 0.0164509817447048 1
-115.81 32.1 889.777916666667 3.21 0.194983780423420 1
-120.56 36 896.185347222222 3.23 0.0681992253958435 1
-116.3 31.83 899.24335648148 4.5 0.103778178848789 1
-115.37 32.04 907.992222222222 3.08 0.118005957943595 1
-115.81 32.69 908.697453703704 3.12 0.0341291772118908 1
-120.76 35.64 917.809652777778 3.7 0.0156361541777314 1
-116.81 33.68 961.038356481482 3.16 0.0276301817886896 1
-119.37 33.86 967.882916666667 3.39 0.0109201395086528 1
-121.31 35.83 970.526435185185 3.63 0.0352638546033542 1
-122.01 37.86 979.125173611111 4.1 0.016772723684387 1
-123.74 40.89 979.282847222222 3.17 0.0150625230963837 1
-117.67 34.37 979.685902777778 3.09 0.0168933995435997 1
-118.14 38.5 981.461863425926 3.28 0.0138192519321127 1
-123.28 39.39 985.502824074074 3.6 0.0412853278614762 1
-116.55 32.11 1015.38819444444 3.05 0.0141879234320265 1
-119.01 34.45 1049.41171296296 3.49 0.0119379142656859 1
-124.6 40.31 1050.23837962963 4.6 1.37350301214187 1
-120.88 36.01 1051.60241898148 3.3 0.0161700862540832 1
-120.38 35.83 1057.61394675926 3.48 0.0564154168279714 1
-116.23 33.08 1057.81923611111 3.29 0.0179820464120946 1
-116.42 34.81 1070.17966435185 5.06 0.018573142292338 1
-119.32 33.87 1071.65210648148 3.47 0.0126613137456468 1
-118.78 33.94 1095.461875 3.13 0.0341032568057406 1
-115.26 32.54 1104.53053240741 3.3 0.0770090899706571 1
-120.18 36.12 1166.54146990741 3.28 0.073595233852504 1
-116.48 31.7 1166.6749537037 3.7 0.0154328669913752 1
-120.35 36.34 1169.18299768519 3.5 0.0208501040678702 1
-118.17 38.52 1172.93896990741 3.16 0.0158658826926511 1
-116.44 33.25 1175.43386574074 3.3 0.0414362374061455 1
-115.73 33.31 1175.80021990741 3.07 0.0191674880080227 1
-123.45 39.57 1177.47871527778 3.6 0.0112144993094892 1
-118.27 38.47 1193.94092592593 3.44 0.0114084206734853 1
-115.64 33.2 1202.16460648148 3.79 0.0731063487044491 1
-119.18 34.44 1223.8105787037 4.17 0.0117710282819313 1
-125.18 41.06 1225.70502314815 3.32 0.0182947069396101 1
-117.83 36.39 1238.86912037037 3.38 0.0152013115320222 1
-122.3 37.92 1252.89648148148 3.32 0.0295269980226027 1
-121.97 37.82 1254.88547453704 3.51 0.0307430393600862 1
-115.54 32.05 1256.69356481481 3.09 0.0782149413330778 1
-120.95 35.64 1266.48111111111 4.39 0.0124132122123441 1
-119.04 35.04 1268.43552083333 3.22 0.0639444622985056 1
-118.22 38.37 1280.96462962963 3.16 0.0122732305731565 1
-125.39 40.84 1283.57974537037 3.6 0.0344099783974582 1
-117.62 35.73 1290.05738425926 3.77 0.161662882349032 1
-121.41 36.85 1344.36614583333 3.87 0.0560290329910334 1
-115.97 31.63 1345.07644675926 3.6 0.0515825721628405 1
-121.77 37.85 1351.91200231481 3.21 0.0492495628602646 1
-123.11 39.03 1352.14800925926 3.34 0.0294121641312634 1
-116.19 32.03 1371.47774305556 3.59 0.0213692831477503 1
-118.25 32.71 1376.10506944444 3.73 0.0312575390708166 1
-115.65 32.67 1401.81078703704 4.13 0.019504167080514 1
-115.85 32.71 1402.31733796296 3.79 0.0963638414863801 1
-116.05 33.25 1410.14193287037 3.56 0.223114823466956 1
-116.63 33.41 1415.57956018519 3.61 0.0306893899861500 1
-115.46 32.5 1424.47143518519 3.82 0.0361867120377324 1
-120.49 35.94 1440.16023148148 3.3 0.15800450387055 1
-119.98 39.32 1452.20826388889 3.7 0.0183534348577300 1
-117.41 35.97 1459.4893287037 3.64 0.0115607760031884 1
-115.18 32.45 1459.7459837963 3.53 0.0557250236075685 1
-116.66 32.19 1464.00159722222 3.81 0.0161622749569013 1
-124.69 40.65 1470.01920138889 6.5 0.0296149334311265 1
-119.47 38.68 1478.37730324074 3.48 0.0140621509170862 1
-117.53 32.05 1492.59708333333 4.4 0.0223358053427055 1
-115.63 32.76 1497.38364583333 3.11 0.0127445109240722 1
-120.34 35.78 1498.08430555556 3.39 0.0379848723737259 1
-115.69 32.05 1502.38583333333 3.09 0.0354705507272127 1
-121.08 35.66 1515.48958333333 3.13 0.0739935799515841 1
-116.69 33.25 1530.06920138889 3.52 0.0245528004671666 1
-120.71 34.54 1542.52864583333 3.09 0.0206726915638480 1
-121.18 36.58 1562.44289351852 3.37 0.516713305277285 1
-114.93 31.75 1563.18579861111 3.3 0.167948994222569 1
-122.8 38.82 1577.92177083333 3.49 2.72914623816619 1
-117.61 32.21 1606.1199537037 3.74 0.0302106626567029 1
-116.85 34.32 1618.81454861111 3.32 0.101844243708555 1
-115.93 32.69 1624.82152777778 3.52 3.16129219219167 1
-122.08 39.77 1641.9790162037 3.31 0.021764708117697 1
-117.71 36.1 1650.02136574074 3.15 0.0128805037414627 1
-118.2 36.79 1651.10673611111 3.09 0.0139055268414155 1
-117.76 33.96 1673.90466435185 3.06 0.0424421337859435 1
-120.82 36.25 1674.12510416667 3.4 0.0930614263789028 1
-120.46 39.19 1676.07476851852 3.09 0.0110454853241100 1
-125.15 40.77 1688.46200231481 4.37 0.0349584342282409 1
-124.13 40.66 1693.83512731481 3.18 0.0197436615142079 1
-118.88 38.79 1695.29903935185 3.24 0.0114868079058478 1
-117.38 37.14 1733.31777777778 4.42 0.0186496010638314 1
-120.03 39.36 1751.114375 3.16 0.0139261374123324 1
-123.96 40.73 1751.59835648148 3.43 0.0112595494666767 1
-118.15 33.78 1769.62959490741 3.71 0.0157527772475017 1
-115.54 32.69 1776.72743055556 3.08 0.0156607528611331 1
-117.16 33.99 1781.40711805556 3.16 0.0642638225128673 1
-121.11 35.72 1785.21166666667 3.23 0.0212297834071804 1
-118.86 37.57 1786.59064814815 3.06 1.07764781135667 1
-117.377580388938 32.1250609795097 0.0160106637049466 4.17554989862256 0.00738028152664618 2
-115.501261092606 36.2104468211764 3.51110195252113 4.90884395982139 0.000538220602787736 2
-119.795220031380 41.3411544221453 4.32919414481148 1.25298046896933 0.000900034334042087 2
-123.117560650175 39.6579659756972 6.27678929432295 2.46407803514739 0.00240009155575235 2
-117.421652268874 33.7128882632824 7.67353470763192 1.06296325799776 0.00583822342584101 2
-116.197548414278 34.6465033985442 8.23428531433456 4.49133938796585 0.00264610094080151 2
-121.708867293969 42.8927663129289 13.1829911307432 2.61553728191648 3.03611653374326e-05 2
-116.438452518638 32.6333986620884 13.4416792853735 0.547033853922039 0.000792030213199807 2
-119.400903047528 35.9450101003749 16.5450544839259 1.20213751735864 0.000972037079699672 2
-121.352657601144 39.741973365657 16.6126395862084 0.976719662931282 0.000678025935959952 2
-119.585530414525 39.8054062234005 17.6824426793028 2.46814642444951 0.000525020099295308 2
-117.541628628178 34.9789050703403 18.9862575216684 3.99553328049369 0.000942035935007228 2
-115.209546277905 34.0384643131401 19.9464207682759 4.24721750321332 8.46032272607006e-05 2
-119.968304784293 42.8514418125851 20.1549106019083 2.51831802186789 6.18023646791809e-05 2
-119.123766979692 37.2382535508368 20.6900253200438 2.04155407666694 0.00115804417438211 2
-115.845608910173 37.0561088422546 21.7310544699430 0.628853170992807 0.00226208628577479 2
-116.479766250774 32.7205971402582 23.7375622261316 1.21223585702246 0.000912034790226283 2
-122.499889490241 41.0610895872815 26.1793866273947 1.01670606394764 0.000870033188243466 2
-123.152445058920 42.2021550136851 26.4843461024575 2.42341926918598 6.06023189035298e-05 2
-117.10029430578 33.1112438665004 26.8130368518177 0.238434392865747 0.000565821655736968 2
-119.651294169738 36.7379200470168 27.2574493808206 0.237574110890273 0.000520219916552875 2
-123.666396505293 42.4557581979316 31.3536326275207 4.67252985653468 8.28031586147877e-05 2
-122.958223925298 42.5390068819979 33.5580898320768 1.73705681845313 5.20219916552875e-05 2
-120.591714867228 38.5932027520612 34.5592677143868 2.20178946942324 0.000116404440459113 2
-114.736302869255 34.4604736712063 34.8553689601831 4.31586974998936 4.42216940980206e-05 2
-123.923458493804 37.9126201798208 41.6949527757242 4.10040373024531 3.25812500342623e-05 2
-115.907327884831 34.5065859860042 41.8513683783822 4.29862474874826 0.00468617947746416 2
-115.641160576581 36.7586357906694 43.0259586039465 2.92018684800714 0.00277810669123096 2
-118.709474758292 33.4614295494976 46.0146934993099 1.51546699010069 0.00574221976589308 2
-123.159040331910 40.7742064910708 48.1283957494888 2.66263457746245 0.00386414812097288 2
-120.757066452457 42.7330211214721 48.621228199685 4.43269256305648 3.46813301409777e-05 2
-114.106537335087 33.8879492740380 50.7962039846461 0.493501753709279 0.000117004463204728 2
-124.661576329102 42.8495623662602 51.7973371220287 1.34000131676439 0.00065402502029247 2
-119.551063891081 37.1751211358933 52.6960989309009 2.46188614001730 0.00255009727756648 2
-119.753239894775 40.7808768417453 53.1012005084194 1.70055172535358 0.000461417673631128 2
-120.871774860634 35.0348429689184 56.2588943603914 2.70138893080875 0.00199807622102827 2
-116.447783813579 31.5814581646118 58.5200560516678 3.01598335427698 0.00252009613092526 2
-122.085458654375 38.8970636484446 61.3625809869263 3.95607021083124 0.000726027766602067 2
-114.590682693338 32.8275126725202 61.729043208994 3.3146589336684 0.000172206569166901 2
-119.925734034134 34.5586494635791 63.3284350216854 1.91116370471427 0.0021000801088099 2
-122.022478606529 42.7051235878607 64.2375679449178 3.16902039761189 3.84614743352043e-05 2
-121.953267385648 38.8152466784231 64.3955880331341 0.541064249072224 0.00127204852414052 2
-121.769860783615 35.3337780979928 65.4830936547369 4.11798925374169 9.48036163969168e-05 2
-121.453160400619 35.0147579602199 66.3377985949628 2.91032236218452 0.00039001494894495 2
-114.123081482272 33.0341759935254 68.7388886495028 4.42223518257961 7.44028382088776e-05 2
-117.315272642160 33.4354155133478 68.9415126764216 3.44670052179135 0.000882033646377469 2
-123.989345000801 38.5855114506558 69.3475834459532 4.54263762087794 0.000105604028410902 2
-120.558092903439 35.3956691942876 70.7164751419332 4.78121163822943 0.00282610852191066 2
-122.925767303025 42.0705899420427 72.8930853831116 0.577664185815956 7.74029525883785e-05 2
-117.980291693844 34.9051071368158 77.8728669737466 1.63288011850091 0.000293411264275059 2
-121.570764731965 35.6599000365240 79.833747567609 1.89184267034289 0.0013080498961683 2
-114.973662533378 33.1778576886281 83.4387581476476 3.36327268680325 0.000139205310094691 2
-119.103466916573 35.9887280781986 85.0270118503831 0.283869337826036 0.00103203936856909 2
-121.921365762502 35.2398505423917 88.4218377771322 4.69438284613425 5.85022388309015e-05 2
-122.13584163934 41.9607971628429 90.5567035337444 4.21988895249087 0.00177006752160575 2
-121.307677579089 38.1519335828489 93.5346709422302 4.21398650334450 0.000175206683549382 2
-119.690179058653 38.9710356148425 94.057653875323 1.87843479656149 0.00213008125356714 2
-119.082026564609 37.2715203936677 95.2532911016606 3.93839493779233 0.0026641016267727 2
-120.611156108882 34.2337591696996 103.470433621202 3.34211245469050 0.00336012889508051 2
-117.311388023430 31.7148754197406 103.929221513448 1.53436992204515 0.00104403982508699 2
-120.189930119924 37.1394054464763 104.322630734881 3.74673599466914 0.00132605058343826 2
-117.243150649220 36.5003681494854 108.987208372680 1.74625269536627 0.000876033417647216 2
-122.768704274087 36.6458121560281 110.919401136227 0.370785507594701 0.00020640787356845 2
-117.312374416483 36.7841858685715 114.925150241237 0.900088973063976 0.000756028839671484 2
-115.313240764104 36.1594850225374 115.231320362072 4.27034526409116 0.00104403982508699 2
-119.500241536461 36.073640333605 116.098103899974 1.64696798800724 0.00115804417438211 2
-121.627921798057 39.5250892380718 117.656130293617 3.85197196580702 0.00159006065566627 2
-117.080115628405 32.6952516728779 117.905528388219 4.33325615634676 0.00508819481735865 2
-117.184529757430 36.0390789932571 120.170721344184 4.43199781057192 0.000936035705242226 2
-118.703735654871 34.1387921400601 124.928496334003 3.6246975948452 0.00291611195893301 2
-119.181076598447 42.9644969939254 125.403698438546 2.81360045818146 9.66036849907335e-05 2
-123.159838182712 41.3451486716513 133.105828109663 4.24139000074938 0.00088803387507245 2
-118.181584439124 34.3909126216313 133.293835741701 2.04250532408478 0.0012180464646026 2
-124.172958232951 39.0920708314516 138.541032436304 4.35218099523336 0.000190207255337184 2
-120.455034714402 38.5551866836613 139.070778607391 1.99259132455336 0.000137405241395028 2
-124.965179134207 42.1321799609577 143.244725160999 2.95223969049985 0.00214808194586771 2
-116.475724462909 35.0154893309809 145.566122811288 2.80644048509421 0.00239409132658959 2
-120.622597066057 42.0212736841058 146.095595025225 3.49824694348499 0.000393615086325375 2
-119.243845565803 33.3254930040566 147.842698285822 4.59488736513304 0.00165606317121577 2
-121.849028957519 34.6223708811449 147.889232588233 1.27811982028652 0.000215408216604225 2
-122.892954791361 36.5180698500481 152.025379386963 0.428284973697737 0.000262810025127319 2
-115.669015709474 35.2597825691337 152.455695153214 3.86076606446877 0.000127804875131564 2
-117.268439315306 36.8257795834215 152.939479841385 2.8396935428842 0.000672025706822198 2
-122.785724187177 37.0336440651445 152.947735702619 1.48076866652118 0.000142805447443498 2
-120.272391680419 35.954098307644 156.547440209659 4.49982367535122 0.0051421968723084 2
-123.282347178552 37.5934321648674 158.888137697941 3.56743018466514 8.8803387507245e-05 2
-119.736814097688 40.8008093959652 160.819836156676 0.643248501804192 0.000346213278578884 2
-121.619591329806 34.4975651325658 163.448427573545 2.36109228545101 0.000279610737805712 2
-124.108379611094 39.5606377866352 163.895065951627 0.722720512154046 0.000183607004145448 2
-120.014533653902 40.9569681585999 164.169779122109 2.32896388659719 0.000477618291439274 2
-123.868525270326 38.9973410650855 164.652720832732 0.150599232176319 0.000456017467174735 2
-123.783904996142 37.7282804244896 168.102296821540 4.94096587579697 4.04415498672772e-05 2
-123.140085311956 40.0160764935426 169.584455657983 0.259023517405149 0.00219608377144979 2
-116.02594948404 35.0494377769064 172.653114702553 4.71477618314093 0.000223208514686174 2
-122.455206574872 39.6994202355854 173.506429173052 2.72763167145895 0.00133805104102068 2
-121.084925076622 42.4303324923385 173.612329019001 3.70526463190326 3.62413896478343e-05 2
-117.483165870630 36.7546222172678 174.831268643728 0.541538039711304 0.000924035249579538 2
-117.529331269464 31.8274488424649 174.882138982881 4.93916845775675 0.000882033646377469 2
-125.152792723384 41.7974074182566 175.91040274268 2.20986204160145 0.00168006408602681 2
-117.057720608753 37.9173240931705 176.052425675094 1.69957237393828 0.000696026622299336 2
-117.215294734505 37.0983754474437 177.576266099932 1.35111948059639 0.00168006408602681 2
-121.703525482141 35.3050396094332 178.773140565725 2.05136845473899 9.48036163969168e-05 2
-121.446735939989 38.2644216344925 180.875388958724 2.83309994861484 0.000168006408602681 2
-118.737972895405 33.6139080913272 182.412809046917 2.53689599507488 0.0031681215677853 2
-118.918071539747 33.2544261338189 192.792687925277 4.7850117101334 0.00183607004145448 2
-114.159348533233 34.6002454677364 196.359888619510 3.50894638368627 3.86414812097288e-05 2
-116.535306007764 34.7026960715884 196.557491927873 3.86975519807311 0.00205207827773693 2
-119.019228669838 41.4671333242441 197.207176454831 0.257055892981589 0.000186607118610716 2
-117.996376481932 32.9083187299548 197.784116704948 3.10326208462939 0.00708027080193406 2
-119.758090874157 35.6363757144427 198.030902708881 2.13097767736763 0.00207007896488027 2
-122.83641860364 40.7342905332334 199.145971205784 1.04394979903009 0.000762029068547078 2
-113.835996076302 33.2577659788076 199.552359411027 3.02346084318124 4.34416643216595e-05 2
-119.217930359580 39.6991523705656 199.760924382368 0.339507148345001 0.00253809681990253 2
-117.549721305119 37.7031456724508 200.377081872895 1.99536038255319 0.00088803387507245 2
-117.745623324579 37.5403288598172 204.232782240724 2.12542647920782 0.00153005836650508 2
-118.829614716 36.8018238085788 206.191429387312 1.6637206915766 0.000390614972285192 2
-114.874693880626 31.7179216041695 207.074060227722 3.42750121570425 0.00054122071746391 2
-116.133898966410 34.2308877169853 207.766199248377 2.74394981127698 0.00714027309537835 2
-121.499351396249 37.8939279267797 209.564722450916 2.8294602798298 0.000666025477960478 2
-120.101995957084 38.5601526838727 215.338788977591 2.16261525491718 0.000738028152664618 2
-119.270208068728 36.1104371811962 218.992484993534 3.09238411345286 0.000414015864991614 2
-115.143424138916 33.6370834506815 220.045647616964 1.03513686947990 9.06034560497382e-05 2
-122.706985182012 40.8960246748757 220.104126704391 1.2549631348229 0.000786029983855902 2
-121.317354215984 39.3047839455539 224.654006630415 4.13080430432456 0.00105004005459247 2
-121.950655484386 36.0291974004358 225.380850829883 1.57652115721721 0.000642024562544508 2
-118.186241918989 36.5083110899432 225.805362419225 3.98770527360030 0.00318612225755986 2
-120.081670222711 41.540803155629 226.458243675763 0.912045015196782 0.000978037308634283 2
-117.007177307317 32.671740221791 227.540295481682 3.90192253799178 0.00508819481735865 2
-119.601631237124 42.4431396083673 229.041882903315 3.01664800891886 8.04030670592225e-05 2
-123.857582794852 39.6031417113263 231.056851672009 0.124696729111020 0.000708027080193406 2
-121.134900503210 35.0747177700978 231.626293347683 0.516164753877092 0.000858032730244871 2
-115.356712167501 36.5335855379235 232.768272963585 3.24328523223521 0.000876033417647216 2
-121.076656916435 39.4022646212252 236.246371310903 2.91106299961684 0.000642024562544508 2
-119.201080087549 33.2928092036163 236.476402027998 0.135947299248073 0.000858032730244871 2
-120.897970947158 38.3642279009800 238.463717587292 0.0393793685012497 0.000405615544800885 2
-123.463712337334 42.0870469207875 242.382207751973 1.85927759633632 0.000174606660623458 2
-122.801636453206 36.4298650245182 244.577851050068 0.855254533945117 0.000148805676359341 2
-119.609961367445 35.612817039364 249.25616326998 3.03838313460583 0.00255009727756648 2
-119.692014138121 34.6396171541419 251.928501717979 1.54290804555640 0.00073202792416961 2
-114.889958039112 35.1787422419293 253.495165571105 2.36062198000727 0.000109804188438224 2
-119.512099963683 38.8451991558541 258.689973975997 1.91054113634164 0.00387614857968647 2
-117.978120631375 36.6291025475366 263.484582483536 1.10858991520945 0.00315612111511145 2
-115.035157892620 33.5682710688561 263.551524271956 2.40983184560901 9.1803501952245e-05 2
-121.077890771907 38.5579672870226 265.159473763080 2.72407889168244 0.000117004463204728 2
-119.623627896979 36.3775491742417 266.495312465588 0.914237464684993 0.00106804074263216 2
-117.146248712903 33.3714306273032 271.908064125339 1.42451485694619 0.00137405241395028 2
-121.560331085161 34.9807004227769 273.043536731275 3.1208792099962 0.000852032501704358 2
-123.784206810943 42.6235961389029 274.149079624098 3.66219074428082 5.18419847631651e-05 2
-119.115329439053 41.7167652939679 274.311314600054 0.466060852690134 0.000690026393683231 2
-114.423114261799 35.6322519570822 275.909193949774 1.98647924159886 0.00039661520122052 2
-125.029735203506 42.2393324780278 279.189035966061 2.35457680266118 0.00303011630769301 2
-122.495258947439 40.1313616770785 280.313715757802 1.44021286134375 0.00174606660623458 2
-116.930540988129 35.8884200812317 281.165749510285 1.06842055411544 0.00570021816060807 2
-120.478144138958 40.3223784555448 281.328559416346 0.41442078826949 0.00102603913968409 2
-122.713401283161 40.824440225726 285.682470490225 3.08435731903883 0.000786029983855902 2
-122.999253987777 40.765699109179 288.435431699269 3.7262339101173 0.00108604142866661 2
-122.098272545426 37.4624901703792 290.04942893167 0.319150929129683 0.00127204852414052 2
-124.248009495344 42.698326048092 292.310616794508 4.50472770592896 0.000223208514686174 2
-124.210394153651 42.0566246266244 293.963675926439 2.10030900025740 0.000453017352530305 2
-118.074376545008 32.4569176007062 295.203366222326 4.90326808523387 0.00618023646791808 2
-121.682697752165 42.8336923685856 295.877952567767 1.95061824924778 3.03011630769301e-05 2
-119.532493109442 37.2604580377229 296.301044138847 3.34323530533584 0.00213608148221137 2
-123.026741171745 42.922624859144 297.802331853891 3.50451318755513 5.69421792820952e-05 2
-114.961881812965 34.1894387988141 298.307352653472 4.13722100418527 5.03419275417117e-05 2
-118.546431910666 38.8181559515651 300.047908802517 3.66911224887008 0.000774029525883785 2
-121.546911176085 40.0936628611526 301.31900286139 0.84407063430408 0.00171006523260697 2
-120.699418130075 40.1950002270751 301.345538291847 1.95055109239183 0.000828031586147877 2
-120.247762376675 41.9087647154229 303.472271024715 0.850829738471657 0.00183006980944317 2
-113.560726942169 33.1116459866753 305.51991287712 2.90413649888942 2.31008811985411e-05 2
-114.073720914312 32.185666590929 305.652181415353 2.96952080915216 0.000117004463204728 2
-123.118692293158 37.5940216173185 305.925615978427 4.90610244454583 9.72037079699672e-05 2
-114.978207052848 35.1744625037536 312.009415757377 3.81439988545608 0.000163806248733494 2
-123.169035379426 37.2282342059771 318.305666140281 0.819309886533301 5.47220946201278e-05 2
-116.058816107525 35.0352848480688 318.361785988091 0.630155751225539 0.000223208514686174 2
-115.966824752348 35.7932546369266 318.803957471624 2.61591364843771 0.000858032730244871 2
-121.702289395756 38.7385419592028 318.875540913083 0.214121957158204 0.000401415384336918 2
-114.374205695791 33.0463922460331 324.276330058696 2.48344393795123 9.96037994963816e-05 2
-119.314473365131 40.7578905283008 326.352194985142 0.162390243855771 0.000738028152664618 2
-120.414117122605 42.4255395825021 326.510933102807 4.46928803496994 0.000137405241395028 2
-120.550051397178 40.7024523359723 327.89558261144 4.35199118232122 0.000441616917885937 2
-120.809383498994 42.3841144784819 329.480851489818 3.87536376941716 6.5402502029247e-05 2
-120.430020023952 38.1589116913965 329.911737120710 2.77261219719658 0.000360013804757415 2
-113.972990638996 33.9641351853497 330.835987919709 4.44070239019347 5.71221862116968e-05 2
-122.518008559174 41.4903107694117 332.020560063189 2.93560425268952 0.000310811927736998 2
-119.989841455012 40.7640308066038 336.505458113039 4.52652152903611 0.000277810669123096 2
-117.361316861445 34.6080645687180 337.132688706741 0.759866439783946 0.000828031586147877 2
-119.130178472959 40.5181852761889 338.014944702853 4.06175861426163 0.000302411607640863 2
-120.30870743345 40.4303141915007 339.635462031001 2.48043081600918 0.000472818107873345 2
-115.167621868313 35.469886906445 341.530176696600 3.35383878856665 0.000241809224265019 2
