"Longitude" "Latitude" "dt" "Magnitude" "Depth" "DateTime"
-115.65 32.54 1555.09020833333 3.87 14.48 "04/05/2010 03:09:54"
-115 32.08 1555.09098379630 4.42 6 "04/05/2010 03:11:01"
-115.81 32.63 1555.09402777778 4.97 0.06 "04/05/2010 03:15:24"
-115.8 32.68 1555.0975 3.05 2.59 "04/05/2010 03:20:24"
-115.73 32.54 1555.10273148148 3.21 4 "04/05/2010 03:27:56"
-115.44 32.97 1555.10962962963 3.14 19.57 "04/05/2010 03:37:52"
-115.77 32.64 1555.11516203704 3.41 0.52 "04/05/2010 03:45:50"
-115.73 32.52 1555.12256944444 3.21 10.29 "04/05/2010 03:56:30"
-115.66 32.44 1555.12459490741 3.53 6.99 "04/05/2010 03:59:25"
-115.65 32.49 1555.12678240741 3.09 15.15 "04/05/2010 04:02:34"
-115.27 32.25 1555.12987268519 3.64 7.02 "04/05/2010 04:07:01"
-115.58 32.43 1555.13034722222 3.65 5.91 "04/05/2010 04:07:42"
-115.54 32.42 1555.13210648148 4.28 6 "04/05/2010 04:10:14"
-115.56 32.36 1555.13497685185 3.24 2.24 "04/05/2010 04:14:22"
-115.39 32.29 1555.13646990741 3.14 0.12 "04/05/2010 04:16:31"
-115.09 32.11 1555.13959490741 3.28 6 "04/05/2010 04:21:01"
-115.23 32.12 1555.14046296296 3.86 6.1 "04/05/2010 04:22:16"
-115.77 32.6 1555.14717592593 3.15 0.03 "04/05/2010 04:31:56"
-115.76 32.59 1555.14915509259 3.22 2.91 "04/05/2010 04:34:47"
-115.28 32.16 1555.14991898148 3.48 10 "04/05/2010 04:35:53"
-115.21 32.18 1555.15092592593 3.76 10 "04/05/2010 04:37:20"
-114.98 31.92 1555.16346064815 4 10 "04/05/2010 04:55:23"
-115.76 32.58 1555.17829861111 3.51 5 "04/05/2010 05:16:45"
-115.86 32.68 1555.18616898148 3.17 0.01 "04/05/2010 05:28:05"
-115.61 32.47 1555.18804398148 3.34 0.19 "04/05/2010 05:30:47"
-115.57 32.39 1555.19436342593 3.25 2.8 "04/05/2010 05:39:53"
-115.78 32.62 1555.19557870370 3.98 0.53 "04/05/2010 05:41:38"
-115.32 32.22 1555.20542824074 3.38 6 "04/05/2010 05:55:49"
-115.88 32.71 1555.21063657407 3.36 0.03 "04/05/2010 06:03:19"
-115.8 32.61 1555.22013888889 4.19 10 "04/05/2010 06:17:00"
-115.22 32.09 1555.22295138889 3.16 6.94 "04/05/2010 06:21:03"
-115.73 32.59 1555.22717592593 3.17 15.08 "04/05/2010 06:27:08"
-115.8 32.62 1555.22820601852 3.4 1.62 "04/05/2010 06:28:37"
-115.79 32.61 1555.23018518519 3.4 0 "04/05/2010 06:31:28"
-115.16 32.12 1555.23752314815 3.11 10 "04/05/2010 06:42:02"
-115.43 32.26 1555.24262731481 3.06 7.01 "04/05/2010 06:49:23"
-115.86 32.69 1555.24289351852 3.49 6.01 "04/05/2010 06:49:46"
-115.58 32.4 1555.24945601852 3.18 15.48 "04/05/2010 06:59:13"
-115.23 32.09 1555.25260416667 3.78 10 "04/05/2010 07:03:45"
-115.33 32.17 1555.26079861111 4.16 10 "04/05/2010 07:15:33"
-114.93 32.25 1555.26962962963 3.47 6 "04/05/2010 07:28:16"
-115.26 32.13 1555.28976851852 3.5 10 "04/05/2010 07:57:16"
-115.28 32.25 1555.29806712963 3.4 10 "04/05/2010 08:09:13"
-116 32.54 1555.29819444444 3.17 11.25 "04/05/2010 08:09:24"
-115.77 32.62 1555.30052083333 3.29 6 "04/05/2010 08:12:45"
-115.26 32.08 1555.30788194444 3.7 7.48 "04/05/2010 08:23:21"
-115.29 32.16 1555.31212962963 3.93 10 "04/05/2010 08:29:28"
-115.82 32.64 1555.31306712963 3.45 6.93 "04/05/2010 08:30:49"
-115.33 32.27 1555.31439814815 3.67 10 "04/05/2010 08:32:44"
-115.62 32.45 1555.31789351852 3.08 18.92 "04/05/2010 08:37:46"
-115.8 32.64 1555.32109953704 3.44 11.69 "04/05/2010 08:42:23"
-115.7 32.6 1555.32123842593 3.45 12.53 "04/05/2010 08:42:35"
-115.66 32.5 1555.32482638889 3.26 4.73 "04/05/2010 08:47:45"
-115.28 32.21 1555.32945601852 3.23 7.01 "04/05/2010 08:54:25"
-115.33 32.32 1555.33432870370 3.64 0.48 "04/05/2010 09:01:26"
-115.31 32.28 1555.34216435185 3.28 12.82 "04/05/2010 09:12:43"
-115.33 32.33 1555.34438657407 3.35 12.97 "04/05/2010 09:15:55"
-115.51 32.35 1555.34890046296 3.15 12.87 "04/05/2010 09:22:25"
-115.56 32.39 1555.35174768519 3.06 0.7 "04/05/2010 09:26:31"
-115.38 32.26 1555.37009259259 3.92 16.01 "04/05/2010 09:52:56"
-115.29 32.12 1555.37401620370 3.45 5.48 "04/05/2010 09:58:35"
-115.68 32.49 1555.37581018519 3.37 0.42 "04/05/2010 10:01:10"
-115.8 32.63 1555.37890046296 4 14.1 "04/05/2010 10:05:37"
-115.22 32.21 1555.38152777778 4.02 10 "04/05/2010 10:09:24"
-115.27 32.23 1555.38420138889 3.07 10 "04/05/2010 10:13:15"
-115.97 32.72 1555.38439814815 3.1 5.6 "04/05/2010 10:13:32"
-115.8 32.43 1555.38879629630 3.06 10 "04/05/2010 10:19:52"
-115.27 32.13 1555.39079861111 3.1 7.01 "04/05/2010 10:22:45"
-115.06 32.14 1555.39346064815 3.66 17.36 "04/05/2010 10:26:35"
-115.28 32.02 1555.39650462963 3.66 7.01 "04/05/2010 10:30:58"
-115.79 32.63 1555.39795138889 3.42 1.96 "04/05/2010 10:33:03"
-115.74 32.58 1555.40232638889 3.43 9.4 "04/05/2010 10:39:21"
-115.81 32.66 1555.40512731481 3.27 0.76 "04/05/2010 10:43:23"
-115.75 32.57 1555.40835648148 3.07 12.15 "04/05/2010 10:48:02"
-115.33 32.3 1555.40954861111 3.14 10 "04/05/2010 10:49:45"
-115.32 32.18 1555.41868055556 3.3 0.44 "04/05/2010 11:02:54"
-115.81 32.66 1555.4265625 4.93 13.58 "04/05/2010 11:14:15"
-115.82 32.64 1555.43086805556 3.7 6.42 "04/05/2010 11:20:27"
-115.82 32.72 1555.43104166667 3.48 4.01 "04/05/2010 11:20:42"
-115.76 32.65 1555.43284722222 3.2 2.36 "04/05/2010 11:23:18"
-115.73 32.62 1555.43471064815 3.37 3.98 "04/05/2010 11:25:59"
-115.76 32.6 1555.43549768519 3.37 1.77 "04/05/2010 11:27:07"
-115.78 32.61 1555.44481481481 3.13 1.24 "04/05/2010 11:40:32"
-115.73 32.6 1555.45012731481 3.35 10.33 "04/05/2010 11:48:11"
-115.81 32.66 1555.46283564815 3.18 5.81 "04/05/2010 12:06:29"
-115.33 32.29 1555.46574074074 3.26 20.27 "04/05/2010 12:10:40"
-115.32 32.29 1555.47016203704 3.34 25.99 "04/05/2010 12:17:02"
-115.3 32.16 1555.48837962963 3.24 5.4 "04/05/2010 12:43:16"
-115.8 32.65 1555.49138888889 3.2 1.19 "04/05/2010 12:47:36"
-115.75 32.57 1555.49277777778 3.85 3.85 "04/05/2010 12:49:36"
-115.76 32.59 1555.49988425926 3.13 0.03 "04/05/2010 12:59:50"
-115.11 32.07 1555.50291666667 3.41 6.38 "04/05/2010 13:04:12"
-115.75 32.59 1555.50518518519 3.62 1.42 "04/05/2010 13:07:28"
-115.25 32.02 1555.50856481481 3.48 10.06 "04/05/2010 13:12:20"
-115.78 32.59 1555.51730324074 3.39 2.54 "04/05/2010 13:24:55"
-115.8 32.64 1555.52297453704 4.73 0.03 "04/05/2010 13:33:05"
-115.85 32.65 1555.52495370370 3.21 5.14 "04/05/2010 13:35:56"
-115.78 32.41 1555.52503472222 3.28 12.54 "04/05/2010 13:36:03"
-115.36 32.3 1555.54103009259 3.71 10 "04/05/2010 13:59:05"
-115.38 32.23 1555.54658564815 4.04 10 "04/05/2010 14:07:05"
-115.81 32.67 1555.54877314815 3.35 0.12 "04/05/2010 14:10:14"
-115.75 32.62 1555.56047453704 3.25 1.67 "04/05/2010 14:27:05"
-115.09 32.13 1555.56271990741 3.5 6 "04/05/2010 14:30:19"
-115.79 32.59 1555.56577546296 3.1 3.32 "04/05/2010 14:34:43"
-115.64 32.42 1555.58451388889 3.61 0.05 "04/05/2010 15:01:42"
-115.3 32.18 1555.58631944444 3.88 10.73 "04/05/2010 15:04:18"
-115.87 32.7 1555.58908564815 3.81 10 "04/05/2010 15:08:17"
-115.8 32.61 1555.59405092593 3.5 0.03 "04/05/2010 15:15:26"
-115.72 32.61 1555.60741898148 3.74 4.08 "04/05/2010 15:34:41"
-115.79 32.57 1555.60858796296 3.13 3.4 "04/05/2010 15:36:22"
-115.81 32.62 1555.61634259259 3.58 0.02 "04/05/2010 15:47:32"
-115.26 32.19 1555.62403935185 3.36 12.73 "04/05/2010 15:58:37"
-115.76 32.61 1555.62614583333 3.13 0.82 "04/05/2010 16:01:39"
-115.78 32.58 1555.62918981481 3.69 3.32 "04/05/2010 16:06:02"
-115.75 32.6 1555.63521990741 3.12 1.51 "04/05/2010 16:14:43"
-114.92 31.91 1555.63649305556 4 10 "04/05/2010 16:16:33"
-115.69 32.53 1555.64244212963 3.18 7.07 "04/05/2010 16:25:07"
-115.25 32.16 1555.64291666667 4.23 7.01 "04/05/2010 16:25:48"
-115.72 32.56 1555.64547453704 3.51 2.32 "04/05/2010 16:29:29"
-115.28 32.02 1555.65736111111 3.22 10.71 "04/05/2010 16:46:36"
-115.83 32.64 1555.65870370370 3.43 11.24 "04/05/2010 16:48:32"
-115.2 31.92 1555.66104166667 3.4 7 "04/05/2010 16:51:54"
-115.77 32.63 1555.66598379630 3.08 0.03 "04/05/2010 16:59:01"
-115.79 32.59 1555.66885416667 3.36 3.7 "04/05/2010 17:03:09"
-116.4 33.04 1555.68532407407 3.58 15.02 "04/05/2010 17:26:52"
-116.41 33.04 1555.68644675926 3.17 14.66 "04/05/2010 17:28:29"
-115.77 32.63 1555.69634259259 3.46 0.36 "04/05/2010 17:42:44"
-115.74 32.52 1555.71084490741 3.28 7.61 "04/05/2010 18:03:37"
-116.26 32.84 1555.71905092593 3.11 6.49 "04/05/2010 18:15:26"
-115.71 32.44 1555.72637731481 3.21 3.33 "04/05/2010 18:25:59"
-115.8 32.63 1555.74109953704 3.64 3.02 "04/05/2010 18:47:11"
-115.75 32.6 1555.75450231481 3.16 1.46 "04/05/2010 19:06:29"
-115.81 32.65 1555.75703703704 3.12 2.84 "04/05/2010 19:10:08"
-115.35 32.27 1555.75902777778 3.41 12.84 "04/05/2010 19:13:00"
-115.54 32.38 1555.76149305556 3.64 6.33 "04/05/2010 19:16:33"
-115.82 32.65 1555.77958333333 3.22 1.83 "04/05/2010 19:42:36"
-115.83 32.64 1555.78567129630 3.05 7.05 "04/05/2010 19:51:22"
-115.35 32.31 1555.80020833333 3.12 21.17 "04/05/2010 20:12:18"
-115.13 32.18 1555.83057870370 3.75 7.01 "04/05/2010 20:56:02"
-115.85 32.64 1555.83652777778 3.74 4.15 "04/05/2010 21:04:36"
-115.86 32.67 1555.83877314815 3.52 1.29 "04/05/2010 21:07:50"
-115.28 32.26 1555.84488425926 3.41 7.2 "04/05/2010 21:16:38"
-115.84 32.66 1555.84596064815 3.16 3.8 "04/05/2010 21:18:11"
-115.83 32.65 1555.85526620370 3.17 1.55 "04/05/2010 21:31:35"
-115.73 32.6 1555.86369212963 3.42 2.97 "04/05/2010 21:43:43"
-115.36 32.26 1555.87872685185 3.48 21 "04/05/2010 22:05:22"
-115.29 32.1 1555.88024305556 3.75 10 "04/05/2010 22:07:33"
-115.77 32.59 1555.90383101852 3.15 6.4 "04/05/2010 22:41:31"
-115.3 32.17 1555.91021990741 3.08 7.06 "04/05/2010 22:50:43"
-115.66 32.52 1555.91295138889 3.38 13.55 "04/05/2010 22:54:39"
-115.75 32.62 1555.91840277778 3.62 1.46 "04/05/2010 23:02:30"
-115.3 32.24 1555.92120370370 3.72 11.33 "04/05/2010 23:06:32"
-115.77 32.63 1555.92336805556 3.38 1.75 "04/05/2010 23:09:39"
-115.17 32.15 1555.93650462963 3.56 10 "04/05/2010 23:28:34"
-115.78 32.59 1555.93920138889 3.25 3.27 "04/05/2010 23:32:27"
-115.39 32.31 1555.94410879630 3.63 17.54 "04/05/2010 23:39:31"
-115.75 32.58 1555.94618055556 3.14 3.61 "04/05/2010 23:42:30"
-115.25 32.2 1555.96202546296 3.05 10 "04/06/2010 00:05:19"
-115.76 32.58 1555.97008101852 3.36 4.03 "04/06/2010 00:16:55"
-115.74 32.61 1555.97158564815 3.07 0.22 "04/06/2010 00:19:05"
-115.17 32.09 1555.97840277778 3.23 10 "04/06/2010 00:28:54"
-115.26 32.18 1555.98640046296 3.66 10 "04/06/2010 00:40:25"
-115.65 32.52 1555.98721064815 3.17 10 "04/06/2010 00:41:35"
-115.76 32.61 1555.98724537037 3.08 10 "04/06/2010 00:41:38"
-114.85 31.82 1555.99071759259 3.5 10 "04/06/2010 00:46:38"
-115.78 32.56 1555.99398148148 3.75 10 "04/06/2010 00:51:20"
-115.78 32.57 1555.99576388889 3.81 10 "04/06/2010 00:53:54"
-115.22 32.01 1555.99768518519 4.09 10 "04/06/2010 00:56:40"
-115.41 32.3 1555.99944444444 3.32 10 "04/06/2010 00:59:12"
-115.23 32.24 1556.00060185185 3.46 10 "04/06/2010 01:00:52"
-115.78 32.61 1556.00318287037 3.99 4.86 "04/06/2010 01:04:35"
-115.54 32.45 1556.00328703704 3.54 11.07 "04/06/2010 01:04:44"
-115.01 31.91 1556.00568287037 3.7 10 "04/06/2010 01:08:11"
-115.33 32.2 1556.01057870370 3.47 10 "04/06/2010 01:15:14"
-114.96 32.07 1556.01594907407 4.56 10 "04/06/2010 01:22:58"
-115.75 32.65 1556.01997685185 3.1 4.28 "04/06/2010 01:28:46"
-115.26 32.12 1556.02363425926 3.05 6 "04/06/2010 01:34:02"
-115.29 32.3 1556.03223379630 3.27 10 "04/06/2010 01:46:25"
-115.32 32.15 1556.03354166667 3.49 6.94 "04/06/2010 01:48:18"
-115.3 32.15 1556.03959490741 3.95 10 "04/06/2010 01:57:01"
-115.35 32.28 1556.04043981481 4.46 10 "04/06/2010 01:58:14"
-115.35 32.24 1556.04310185185 3.31 10 "04/06/2010 02:02:04"
-115.2 32.05 1556.04729166667 3.39 10 "04/06/2010 02:08:06"
-115.21 32.1 1556.04778935185 3.54 10 "04/06/2010 02:08:49"
-115.8 32.66 1556.06189814815 3.44 10.56 "04/06/2010 02:29:08"
-115.02 31.93 1556.06488425926 4.1 12 "04/06/2010 02:33:26"
-115.83 32.64 1556.06885416667 3.05 10.2 "04/06/2010 02:39:09"
-115.06 32.13 1556.10199074074 3.4 10 "04/06/2010 03:26:52"
-115.73 32.56 1556.11964120370 3.25 17.07 "04/06/2010 03:52:17"
-115.77 32.59 1556.13357638889 4.56 4.56 "04/06/2010 04:12:21"
-115.77 32.58 1556.13896990741 3.2 4.47 "04/06/2010 04:20:07"
-115.26 32.21 1556.16650462963 3.25 8.51 "04/06/2010 04:59:46"
-115.79 32.63 1556.18045138889 3.09 3.42 "04/06/2010 05:19:51"
-115.36 32.28 1556.21074074074 3.34 26.23 "04/06/2010 06:03:28"
-115.78 32.67 1556.22209490741 3.17 1.12 "04/06/2010 06:19:49"
-115.87 32.69 1556.22775462963 3.23 1.93 "04/06/2010 06:27:58"
-115.36 32.22 1556.23530092593 3.49 29.3 "04/06/2010 06:38:50"
-115.43 32.32 1556.23598379630 3.7 10 "04/06/2010 06:39:49"
-115.33 32.17 1556.24524305556 3.47 0.18 "04/06/2010 06:53:09"
-115.37 32.3 1556.25075231481 3.15 7 "04/06/2010 07:01:05"
-115.74 32.6 1556.26351851852 3.28 1.89 "04/06/2010 07:19:28"
-115.87 32.68 1556.26599537037 3.73 6.25 "04/06/2010 07:23:02"
-115.88 32.69 1556.26743055556 3.07 0.89 "04/06/2010 07:25:06"
-115.02 32.26 1556.28335648148 3.32 7.23 "04/06/2010 07:48:02"
-115.73 32.61 1556.28947916667 3.85 5.15 "04/06/2010 07:56:51"
-114.99 31.97 1556.3003125 4.9 8 "04/06/2010 08:12:27"
-115.77 32.66 1556.30475694444 3.07 0.79 "04/06/2010 08:18:51"
-115.72 32.57 1556.30537037037 3.21 3.05 "04/06/2010 08:19:44"
-115.82 32.62 1556.30733796296 3.17 1.26 "04/06/2010 08:22:34"
-115.15 32.05 1556.30909722222 3.69 10 "04/06/2010 08:25:06"
-115.86 32.7 1556.30957175926 3.26 0.31 "04/06/2010 08:25:47"
-115.85 32.69 1556.31055555556 3.83 1.16 "04/06/2010 08:27:12"
-115.85 32.67 1556.31076388889 3.83 6.93 "04/06/2010 08:27:30"
-115.85 32.68 1556.31982638889 3.29 6.24 "04/06/2010 08:40:33"
-115.88 32.71 1556.32824074074 3.2 2.07 "04/06/2010 08:52:40"
-115.72 32.6 1556.32840277778 3.32 8.46 "04/06/2010 08:52:54"
-115.69 32.5 1556.33226851852 3.19 0.1 "04/06/2010 08:58:28"
-115.86 32.66 1556.33253472222 3.05 6.76 "04/06/2010 08:58:51"
-115.36 32.21 1556.33594907407 3.72 12.84 "04/06/2010 09:03:46"
-115.48 32.35 1556.34886574074 3.25 2.02 "04/06/2010 09:22:22"
-115.78 32.6 1556.35319444444 3.25 0.9 "04/06/2010 09:28:36"
-115.78 32.66 1556.35361111111 3.46 4.84 "04/06/2010 09:29:12"
-115.36 32.32 1556.36184027778 3.71 2 "04/06/2010 09:41:03"
-115.29 32.18 1556.36891203704 3.1 10 "04/06/2010 09:51:14"
-115.19 32.02 1556.37019675926 3.05 10.98 "04/06/2010 09:53:05"
-115.79 32.62 1556.37959490741 4.58 4.36 "04/06/2010 10:06:37"
-115.33 32.28 1556.40760416667 3.22 7.11 "04/06/2010 10:46:57"
-115.1 32.16 1556.42539351852 3.68 1.78 "04/06/2010 11:12:34"
-115.79 32.59 1556.43982638889 3.15 3.89 "04/06/2010 11:33:21"
-115.29 32.1 1556.46248842593 3.08 1.4 "04/06/2010 12:05:59"
-115.37 32.13 1556.48799768519 3.1 10.8 "04/06/2010 12:42:43"
-115.3 32.15 1556.49353009259 3.16 6.98 "04/06/2010 12:50:41"
-115.74 32.63 1556.50094907407 3.11 2.12 "04/06/2010 13:01:22"
-115.3 32.15 1556.50105324074 3.39 0.66 "04/06/2010 13:01:31"
-115.78 32.6 1556.51731481481 3.07 7.07 "04/06/2010 13:24:56"
-115.4 32.19 1556.52222222222 3.75 27.6 "04/06/2010 13:32:00"
-115.29 32.15 1556.53335648148 3.12 3.5 "04/06/2010 13:48:02"
-115.75 32.62 1556.53599537037 3.17 1.95 "04/06/2010 13:51:50"
-115.07 31.89 1556.54149305556 3.1 7 "04/06/2010 13:59:45"
-115.79 32.59 1556.56068287037 3.26 3.55 "04/06/2010 14:27:23"
-115.77 32.62 1556.58237268519 3.53 2.06 "04/06/2010 14:58:37"
-115.89 32.72 1556.59258101852 3.87 0.03 "04/06/2010 15:13:19"
-115.18 32.17 1556.60778935185 3.11 6.99 "04/06/2010 15:35:13"
-115.34 32.31 1556.64123842593 3.77 0.09 "04/06/2010 16:23:23"
-115.3 32.25 1556.64165509259 4.13 10 "04/06/2010 16:23:59"
-115.86 32.65 1556.64858796296 3.24 6.41 "04/06/2010 16:33:58"
-115.34 32.26 1556.65018518519 3.12 7 "04/06/2010 16:36:16"
-115.86 32.68 1556.67861111111 3.26 3.87 "04/06/2010 17:17:12"
-115.3 32.09 1556.68026620370 4.02 21.98 "04/06/2010 17:19:35"
-115.07 32.04 1556.68839120370 4.14 10 "04/06/2010 17:31:17"
-115.79 32.58 1556.70731481481 3.35 0.22 "04/06/2010 17:58:32"
-115.29 32.26 1556.71289351852 3.07 7 "04/06/2010 18:06:34"
-115.78 32.58 1556.72008101852 3.33 4.38 "04/06/2010 18:16:55"
-115.56 32.39 1556.72634259259 3.07 0.22 "04/06/2010 18:25:56"
-115.97 33.15 1556.73420138889 3.08 6.49 "04/06/2010 18:37:15"
-115.37 32.34 1556.74627314815 3.13 26.26 "04/06/2010 18:54:38"
-115.85 32.68 1556.75138888889 3.58 6.73 "04/06/2010 19:02:00"
-115.8 32.66 1556.78005787037 3.3 6.44 "04/06/2010 19:43:17"
-115.24 32.08 1556.79703703704 3.29 0.09 "04/06/2010 20:07:44"
-115.11 32.18 1556.80038194444 3.26 10 "04/06/2010 20:12:33"
-115.02 31.81 1556.80167824074 4.6 6 "04/06/2010 20:14:25"
-115.18 32.16 1556.83063657407 3.44 0.11 "04/06/2010 20:56:07"
-115.34 32.13 1556.84563657407 3.19 5.01 "04/06/2010 21:17:43"
-115.74 32.6 1556.88136574074 4.28 1.39 "04/06/2010 22:09:10"
-115.28 32.26 1556.91848379630 3.12 17.43 "04/06/2010 23:02:37"
-115.24 32.08 1556.92835648148 3.31 10 "04/06/2010 23:16:50"
-115.19 32.11 1556.93197916667 3.18 6.84 "04/06/2010 23:22:03"
-115.37 32.17 1556.94260416667 3.23 2.32 "04/06/2010 23:37:21"
-115.77 32.62 1556.94474537037 3.08 0.54 "04/06/2010 23:40:26"
-115.41 32.29 1556.94537037037 3.96 10 "04/06/2010 23:41:20"
-115.18 32.06 1556.96024305556 3.28 7 "04/07/2010 00:02:45"
-115.21 32.02 1556.973125 3.45 5.4 "04/07/2010 00:21:18"
-115.12 32.05 1557.03042824074 3.42 9.3 "04/07/2010 01:43:49"
-115.77 32.56 1557.06303240741 3.12 2.03 "04/07/2010 02:30:46"
-115.29 32.15 1557.10549768519 3.45 10 "04/07/2010 03:31:55"
-115.22 32.18 1557.10853009259 3.48 10 "04/07/2010 03:36:17"
-115.74 32.6 1557.10957175926 3.63 2.87 "04/07/2010 03:37:47"
-115.28 32.23 1557.13626157407 3.33 10 "04/07/2010 04:16:13"
-114.93 31.85 1557.14146990741 4.4 10 "04/07/2010 04:23:43"
-115.26 32.1 1557.16878472222 3.38 10 "04/07/2010 05:03:03"
-115.91 32.73 1557.18155092593 4.45 0.43 "04/07/2010 05:21:26"
-115.9 32.71 1557.18173611111 4.44 5.59 "04/07/2010 05:21:42"
-115.91 32.71 1557.18438657407 3.81 0.03 "04/07/2010 05:25:31"
-115.89 32.67 1557.18589120370 3.53 5.6 "04/07/2010 05:27:41"
-115.9 32.7 1557.19383101852 3.08 0.13 "04/07/2010 05:39:07"
-115.92 32.7 1557.20027777778 3.45 0 "04/07/2010 05:48:24"
-115.54 32.4 1557.21148148148 3.58 2.87 "04/07/2010 06:04:32"
-115.87 32.67 1557.21554398148 3.12 5.76 "04/07/2010 06:10:23"
-115.53 32.39 1557.22956018519 3.19 0.22 "04/07/2010 06:30:34"
-114.94 32.03 1557.23363425926 4.49 10 "04/07/2010 06:36:26"
-114.89 32.03 1557.26097222222 3.17 10 "04/07/2010 07:15:48"
-115.9 32.72 1557.27357638889 3.33 0.01 "04/07/2010 07:33:57"
-115.73 32.6 1557.27940972222 3.43 4.67 "04/07/2010 07:42:21"
-115.26 32.04 1557.28072916667 3.44 6.96 "04/07/2010 07:44:15"
-115.78 32.6 1557.28775462963 3.41 3.24 "04/07/2010 07:54:22"
-115.28 32.19 1557.32020833333 3.58 20.22 "04/07/2010 08:41:06"
-115.06 32.03 1557.34340277778 3.1 10 "04/07/2010 09:14:30"
-115.9 32.71 1557.35128472222 3.57 0.82 "04/07/2010 09:25:51"
-115.88 32.69 1557.35248842593 3.79 10 "04/07/2010 09:27:35"
-115.78 32.6 1557.37787037037 3.06 0.79 "04/07/2010 10:04:08"
-115.34 32.12 1557.39965277778 3.21 10.71 "04/07/2010 10:35:30"
-115.79 32.61 1557.41712962963 3.36 5.94 "04/07/2010 11:00:40"
-115.78 32.6 1557.41712962963 3.42 10 "04/07/2010 11:00:40"
-115.43 32.26 1557.41959490741 3.8 5.4 "04/07/2010 11:04:13"
-115.91 32.71 1557.45077546296 3.09 0.17 "04/07/2010 11:49:07"
-115.34 32.22 1557.46409722222 3.25 7 "04/07/2010 12:08:18"
-115.32 32.28 1557.46929398148 3.4 0.14 "04/07/2010 12:15:47"
-115.33 32.27 1557.47126157407 3.13 0.76 "04/07/2010 12:18:37"
-115.77 32.58 1557.48238425926 3.32 4.4 "04/07/2010 12:34:38"
-115.33 32.24 1557.48822916667 3.75 12.04 "04/07/2010 12:43:03"
-115.79 32.63 1557.49133101852 3.31 6 "04/07/2010 12:47:31"
-115.82 32.65 1557.49299768519 3.28 1.52 "04/07/2010 12:49:55"
-115.27 32.24 1557.53085648148 3.3 12.16 "04/07/2010 13:44:26"
-115.86 32.69 1557.58660879630 3.48 1.62 "04/07/2010 15:04:43"
-115.24 32.27 1557.60495370370 3.08 5.71 "04/07/2010 15:31:08"
-115.29 32.17 1557.62001157407 3.52 7.05 "04/07/2010 15:52:49"
-115.36 32.22 1557.64068287037 3.52 12.48 "04/07/2010 16:22:35"
-115.75 32.57 1557.65181712963 3.74 0.8 "04/07/2010 16:38:37"
-115.12 32.26 1557.66053240741 3.29 7.01 "04/07/2010 16:51:10"
-115.29 32.12 1557.66791666667 3.64 28.7 "04/07/2010 17:01:48"
-115.31 32.15 1557.68497685185 3.16 6.82 "04/07/2010 17:26:22"
-115.09 32.11 1557.69851851852 3.12 14.39 "04/07/2010 17:45:52"
-115.77 32.59 1557.74004629630 3.34 1.55 "04/07/2010 18:45:40"
-115.81 32.67 1557.78068287037 3.13 3.13 "04/07/2010 19:44:11"
-115.78 32.65 1557.79942129630 3.87 3.04 "04/07/2010 20:11:10"
-115.3 32.1 1557.81776620370 3.58 10.66 "04/07/2010 20:37:35"
-115.76 32.62 1557.82554398148 3.2 1.2 "04/07/2010 20:48:47"
-115.8 32.63 1557.83384259259 3.9 4.55 "04/07/2010 21:00:44"
-115.14 32.04 1557.86879629630 3.5 10 "04/07/2010 21:51:04"
-115.66 32.54 1557.88763888889 3.25 8.1 "04/07/2010 22:18:12"
-120.49 35.94 1557.903125 3.99 10.52 "04/07/2010 22:40:30"
-115.53 32.38 1557.9078125 3.12 1.51 "04/07/2010 22:47:15"
-115.34 32.23 1557.92710648148 3.14 7.01 "04/07/2010 23:15:02"
-115.25 32.05 1557.93165509259 3.33 0.16 "04/07/2010 23:21:35"
-115.79 32.59 1557.98336805556 3.36 2.93 "04/08/2010 00:36:03"
-115.27 32.17 1558.00769675926 3.32 12.25 "04/08/2010 01:11:05"
-116.15 32.62 1558.0309375 3.12 2.94 "04/08/2010 01:44:33"
-115.79 32.59 1558.06828703704 3.09 3.82 "04/08/2010 02:38:20"
-115.39 32.2 1558.07059027778 3.17 12.2 "04/08/2010 02:41:39"
-115.76 32.66 1558.07495370370 4.5 1.19 "04/08/2010 02:47:56"
-115.81 32.66 1558.0784375 3.19 4.44 "04/08/2010 02:52:57"
-116.05 32.72 1558.07855324074 3.06 3.2 "04/08/2010 02:53:07"
-116.14 32.62 1558.09870370370 3.56 4.66 "04/08/2010 03:22:08"
-115.89 32.71 1558.09898148148 3.61 0.11 "04/08/2010 03:22:32"
-115.57 32.37 1558.10268518519 3.85 0.11 "04/08/2010 03:27:52"
-115.58 32.37 1558.10956018519 3.07 3.5 "04/08/2010 03:37:46"
-115.04 32.12 1558.12650462963 3.82 7.12 "04/08/2010 04:02:10"
-115.55 32.37 1558.13452546296 3.06 0.05 "04/08/2010 04:13:43"
-115.07 32.13 1558.15709490741 3.52 0.44 "04/08/2010 04:46:13"
-115.3 32.33 1558.18774305556 3.44 8.23 "04/08/2010 05:30:21"
-115.26 32.16 1558.19840277778 3.12 4.04 "04/08/2010 05:45:42"
-115.8 32.6 1558.29620370370 3.08 1.73 "04/08/2010 08:06:32"
-115.3 32.12 1558.315 3.09 0.29 "04/08/2010 08:33:36"
-115.27 32.07 1558.36495370370 3.27 12.1 "04/08/2010 09:45:32"
